PRDCODEXT,PROMDEFFECDES_df1,PROMDEFFECHAS_df1,Status Hoy_df2,Prov_df2,Cat _df2,Tipo Prov_df2,LOCCOD_df3,MOVFEC_df3,ACPRCANTVEND_df3,ACPRIMPVEN_df3
562030,26/08/2021,13/09/2021,1.0,22049.0,216.0,1.0,5201.0,2/5/2021,3.0,837
562045,26/08/2021,13/09/2021,1.0,12002.0,216.0,1.0,5201.0,13/5/2021,1.0,1500
562104,26/08/2021,13/09/2021,5.0,10145.0,216.0,1.0,5201.0,15/6/2021,1.0,1540
562106,26/08/2021,13/09/2021,1.0,21603.0,216.0,1.0,5201.0,9/5/2021,1.0,349
562152,26/08/2021,13/09/2021,1.0,22231.0,216.0,1.0,5201.0,10/5/2021,1.0,995
562164,26/08/2021,13/09/2021,1.0,22231.0,216.0,1.0,5201.0,4/5/2021,1.0,1030
562173,26/08/2021,13/09/2021,1.0,64156.0,216.0,1.0,5201.0,23/8/2021,0.0,"2680,01"
562217,26/08/2021,13/09/2021,1.0,62829.0,216.0,1.0,5201.0,12/5/2021,1.0,1350
562221,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,8/5/2021,1.0,659
562223,26/08/2021,13/09/2021,1.0,64707.0,216.0,1.0,5201.0,2/5/2021,1.0,360
562225,26/08/2021,13/09/2021,1.0,62829.0,216.0,1.0,5201.0,2/5/2021,1.0,225
562226,26/08/2021,13/09/2021,1.0,11950.0,216.0,1.0,5201.0,21/5/2021,5.0,1195
562227,26/08/2021,13/09/2021,1.0,11950.0,216.0,1.0,5201.0,3/7/2021,1.0,469
562230,26/08/2021,13/09/2021,1.0,11950.0,216.0,1.0,5201.0,2/5/2021,2.0,380
562242,26/08/2021,13/09/2021,1.0,85300.0,216.0,1.0,5201.0,7/5/2021,1.0,289
562245,26/08/2021,13/09/2021,1.0,22049.0,216.0,1.0,5201.0,4/5/2021,1.0,845
562258,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,4/5/2021,1.0,425
562260,26/08/2021,13/09/2021,1.0,64156.0,216.0,1.0,5201.0,2/5/2021,6.0,1674
562261,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,7/5/2021,1.0,1120
562266,26/08/2021,13/09/2021,1.0,11950.0,216.0,1.0,5201.0,7/5/2021,1.0,195
562275,26/08/2021,13/09/2021,1.0,28064.0,216.0,1.0,5201.0,3/5/2021,1.0,625
562287,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,5/5/2021,1.0,659
562298,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,4/5/2021,1.0,659
562303,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,16/5/2021,1.0,659
562306,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,269
562337,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,9/5/2021,1.0,425
562359,26/08/2021,13/09/2021,5.0,85300.0,216.0,1.0,5201.0,16/5/2021,1.0,425
562386,26/08/2021,13/09/2021,1.0,64265.0,216.0,1.0,5201.0,5/5/2021,1.0,759
562388,26/08/2021,13/09/2021,1.0,64265.0,216.0,1.0,5201.0,22/5/2021,2.0,1730
562392,26/08/2021,13/09/2021,1.0,28064.0,216.0,1.0,5201.0,2/5/2021,2.0,578
562404,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,7/5/2021,2.0,538
562419,26/08/2021,13/09/2021,1.0,12044.0,216.0,1.0,5201.0,23/8/2021,0.0,779
562427,26/08/2021,13/09/2021,1.0,10145.0,216.0,1.0,5201.0,2/5/2021,1.0,649
562443,26/08/2021,13/09/2021,1.0,65167.0,216.0,1.0,5201.0,7/5/2021,1.0,219
562445,26/08/2021,13/09/2021,1.0,65167.0,216.0,1.0,5201.0,17/5/2021,1.0,259
562457,26/08/2021,13/09/2021,5.0,60806.0,216.0,1.0,5201.0,27/5/2021,1.0,665
562458,26/08/2021,13/09/2021,5.0,60806.0,216.0,1.0,5201.0,22/5/2021,1.0,665
562459,26/08/2021,13/09/2021,5.0,60806.0,216.0,1.0,5201.0,16/5/2021,2.0,2540
562466,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,8/5/2021,1.0,839
562480,26/08/2021,13/09/2021,1.0,64265.0,216.0,1.0,5201.0,5/5/2021,1.0,555
562482,26/08/2021,13/09/2021,1.0,64265.0,216.0,1.0,5201.0,4/5/2021,1.0,655
562483,26/08/2021,13/09/2021,1.0,64265.0,216.0,1.0,5201.0,28/8/2021,1.0,1340
562494,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,2.0,610
562496,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,475
562497,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,279
562502,26/08/2021,13/09/2021,1.0,65167.0,216.0,1.0,5201.0,5/5/2021,3.0,1005
562519,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,23/8/2021,0.0,1100
562530,26/08/2021,13/09/2021,1.0,10145.0,216.0,1.0,5201.0,23/8/2021,0.0,1790
562547,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,3/5/2021,3.0,717
562557,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,10/5/2021,1.0,689
562563,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,3/5/2021,1.0,689
562568,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,3/6/2021,1.0,469
562570,26/08/2021,13/09/2021,1.0,66033.0,216.0,1.0,5201.0,23/8/2021,0.0,449
562572,26/08/2021,13/09/2021,5.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,1000
562575,26/08/2021,13/09/2021,5.0,25161.0,216.0,1.0,5201.0,4/5/2021,1.0,690
562576,26/08/2021,13/09/2021,5.0,25161.0,216.0,1.0,5201.0,20/5/2021,1.0,690
562582,26/08/2021,13/09/2021,1.0,62831.0,216.0,1.0,5201.0,1/6/2021,1.0,575
562588,26/08/2021,13/09/2021,5.0,85300.0,216.0,1.0,5201.0,27/8/2021,2.0,5980
562591,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,7/5/2021,1.0,769
562594,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,7/5/2021,4.0,2636
562596,26/08/2021,13/09/2021,1.0,65987.0,216.0,1.0,5201.0,4/5/2021,1.0,420
562597,26/08/2021,13/09/2021,5.0,66042.0,216.0,1.0,5201.0,21/5/2021,1.0,299
562599,26/08/2021,13/09/2021,1.0,66042.0,216.0,1.0,5201.0,2/5/2021,1.0,256
562600,26/08/2021,13/09/2021,1.0,66042.0,216.0,1.0,5201.0,22/5/2021,1.0,345
562601,26/08/2021,13/09/2021,1.0,66042.0,216.0,1.0,5201.0,29/5/2021,1.0,519
562608,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,26/6/2021,1.0,769
562610,26/08/2021,13/09/2021,1.0,28064.0,216.0,1.0,5201.0,4/5/2021,1.0,289
562611,26/08/2021,13/09/2021,1.0,66042.0,216.0,1.0,5201.0,13/7/2021,1.0,1394
562619,26/08/2021,13/09/2021,1.0,11950.0,216.0,1.0,5201.0,5/5/2021,1.0,220
562621,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,4/5/2021,1.0,469
562622,26/08/2021,13/09/2021,1.0,10145.0,216.0,1.0,5201.0,12/6/2021,1.0,379
562623,26/08/2021,13/09/2021,1.0,64707.0,216.0,1.0,5201.0,5/6/2021,1.0,525
562624,26/08/2021,13/09/2021,1.0,64707.0,216.0,1.0,5201.0,8/5/2021,1.0,525
562625,26/08/2021,13/09/2021,1.0,64707.0,216.0,1.0,5201.0,12/6/2021,1.0,1780
562626,26/08/2021,13/09/2021,1.0,10145.0,216.0,1.0,5201.0,2/5/2021,1.0,395
562628,26/08/2021,13/09/2021,1.0,10145.0,216.0,1.0,5201.0,23/8/2021,0.0,570
562631,26/08/2021,13/09/2021,1.0,66033.0,216.0,1.0,5201.0,2/5/2021,2.0,898
562632,26/08/2021,13/09/2021,1.0,66033.0,216.0,1.0,5201.0,23/8/2021,0.0,799
562633,26/08/2021,13/09/2021,1.0,66033.0,216.0,1.0,5201.0,2/7/2021,1.0,599
562635,26/08/2021,13/09/2021,5.0,25005.0,216.0,1.0,5201.0,11/5/2021,1.0,1650
562636,26/08/2021,13/09/2021,5.0,25005.0,216.0,1.0,5201.0,29/5/2021,1.0,735
562637,26/08/2021,13/09/2021,1.0,25005.0,216.0,1.0,5201.0,2/5/2021,2.0,798
562638,26/08/2021,13/09/2021,5.0,25005.0,216.0,1.0,5201.0,2/5/2021,1.0,199
562639,26/08/2021,13/09/2021,5.0,25005.0,216.0,1.0,5201.0,2/5/2021,4.0,796
562646,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,26/5/2021,1.0,1060
562655,26/08/2021,13/09/2021,1.0,25161.0,216.0,1.0,5201.0,17/7/2021,1.0,2015
562658,26/08/2021,13/09/2021,5.0,60806.0,216.0,1.0,5201.0,16/5/2021,1.0,1270
562666,26/08/2021,13/09/2021,1.0,10214.0,217.0,1.0,5201.0,29/5/2021,2.0,1470
562673,26/08/2021,13/09/2021,1.0,62707.0,216.0,1.0,5201.0,4/5/2021,1.0,299
562675,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,23/8/2021,0.0,715
562681,26/08/2021,13/09/2021,5.0,18204.0,216.0,1.0,5201.0,2/5/2021,1.0,259
562683,26/08/2021,13/09/2021,1.0,22010.0,216.0,1.0,5201.0,23/8/2021,0.0,949
562686,26/08/2021,13/09/2021,5.0,22010.0,216.0,1.0,5201.0,21/8/2021,1.0,979
562690,26/08/2021,13/09/2021,5.0,10145.0,216.0,1.0,5201.0,23/8/2021,0.0,2790
562691,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,26/8/2021,2.0,2780
562692,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,26/8/2021,26.0,51740
562693,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,26/8/2021,3.0,4047
562695,26/08/2021,13/09/2021,1.0,12002.0,216.0,1.0,5201.0,13/8/2021,1.0,455
562696,26/08/2021,13/09/2021,1.0,18204.0,216.0,1.0,5201.0,23/8/2021,0.0,259
562697,26/08/2021,13/09/2021,1.0,18204.0,216.0,1.0,5201.0,23/8/2021,0.0,259
562698,26/08/2021,13/09/2021,5.0,22003.0,216.0,1.0,5201.0,19/6/2021,4.0,1036
562699,26/08/2021,13/09/2021,1.0,25005.0,216.0,1.0,5201.0,7/6/2021,1.0,475
560254,02/08/2021,31/10/2021,,,,,,,,
560121,04/11/2021,21/11/2021,1.0,31064.0,216.0,1.0,5201.0,2/5/2021,2.0,578
560124,04/11/2021,21/11/2021,1.0,25259.0,217.0,1.0,5201.0,1/6/2021,2.0,1098
560569,04/11/2021,21/11/2021,1.0,64156.0,216.0,1.0,5201.0,7/5/2021,1.0,265
560624,04/11/2021,21/11/2021,1.0,11098.0,216.0,1.0,5201.0,14/8/2021,1.0,339
560745,04/11/2021,21/11/2021,1.0,11098.0,216.0,1.0,5201.0,15/8/2021,1.0,345
561104,04/11/2021,21/11/2021,1.0,25259.0,217.0,1.0,5201.0,7/5/2021,6.0,3414
561185,04/11/2021,21/11/2021,1.0,22049.0,216.0,1.0,5201.0,7/5/2021,2.0,738
561341,04/11/2021,21/11/2021,5.0,11092.0,217.0,1.0,5201.0,3/11/2021,1.0,699
561512,04/11/2021,21/11/2021,1.0,64156.0,216.0,1.0,5201.0,4/11/2021,0.0,"487,38"
561655,04/11/2021,21/11/2021,5.0,25259.0,216.0,1.0,5201.0,4/5/2021,3.0,687
561713,04/11/2021,21/11/2021,1.0,31064.0,217.0,1.0,5201.0,16/6/2021,1.0,489
561720,04/11/2021,21/11/2021,1.0,25259.0,217.0,1.0,5201.0,4/5/2021,1.0,569
561809,04/11/2021,21/11/2021,5.0,11098.0,216.0,1.0,5201.0,10/5/2021,4.0,1236
561876,04/11/2021,21/11/2021,5.0,10145.0,216.0,1.0,5201.0,8/5/2021,2.0,888
562028,04/11/2021,21/11/2021,1.0,22010.0,216.0,1.0,5201.0,4/5/2021,1.0,279
562077,04/11/2021,21/11/2021,5.0,11098.0,216.0,1.0,,,,
562079,04/11/2021,21/11/2021,1.0,11098.0,216.0,1.0,5201.0,12/5/2021,2.0,690
562080,04/11/2021,21/11/2021,5.0,11098.0,216.0,1.0,,,,
562186,04/11/2021,21/11/2021,1.0,22049.0,216.0,1.0,5201.0,6/6/2021,1.0,279
562246,04/11/2021,21/11/2021,5.0,11092.0,217.0,1.0,5201.0,7/8/2021,1.0,415
562319,04/11/2021,21/11/2021,5.0,11098.0,216.0,1.0,5201.0,7/5/2021,1.0,299
562338,04/11/2021,21/11/2021,1.0,64156.0,216.0,1.0,5201.0,3/5/2021,1.0,325
562342,04/11/2021,21/11/2021,1.0,64156.0,216.0,1.0,5201.0,2/5/2021,3.0,777
562363,04/11/2021,21/11/2021,1.0,31064.0,216.0,1.0,5201.0,28/5/2021,1.0,289
560008,26/08/2021,13/09/2021,1.0,25126.0,216.0,1.0,5201.0,15/5/2021,1.0,469
560032,26/08/2021,13/09/2021,1.0,31066.0,216.0,1.0,5201.0,2/5/2021,1.0,379
560060,26/08/2021,13/09/2021,1.0,12044.0,216.0,1.0,5201.0,6/5/2021,3.0,885
560067,26/08/2021,13/09/2021,1.0,10214.0,216.0,1.0,5201.0,11/5/2021,1.0,895
560075,26/08/2021,13/09/2021,1.0,11052.0,216.0,1.0,5201.0,11/5/2021,1.0,425
560106,26/08/2021,13/09/2021,5.0,12044.0,216.0,1.0,5201.0,2/5/2021,1.0,294
560134,26/08/2021,13/09/2021,1.0,12002.0,216.0,1.0,5201.0,5/5/2021,2.0,1010
560135,26/08/2021,13/09/2021,1.0,12002.0,216.0,1.0,5201.0,8/5/2021,1.0,505
560189,26/08/2021,13/09/2021,1.0,12044.0,216.0,1.0,5201.0,6/5/2021,5.0,2395
604235,18/01/2022,06/02/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,3.0,717
604711,18/01/2022,06/02/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,239
600790,15/06/2022,03/07/2022,1.0,31064.0,216.0,1.0,5201.0,2/5/2021,7.0,1393
600792,15/06/2022,03/07/2022,1.0,31064.0,216.0,1.0,5201.0,7/6/2021,1.0,199
600793,15/06/2022,03/07/2022,1.0,31064.0,216.0,1.0,5201.0,2/5/2021,2.0,390
600997,15/06/2022,03/07/2022,5.0,11092.0,216.0,1.0,5201.0,4/5/2021,1.0,248
561058,21/06/2022,10/07/2022,1.0,10214.0,216.0,1.0,5201.0,8/5/2021,1.0,475
562554,21/06/2022,10/07/2022,1.0,10214.0,216.0,1.0,5201.0,6/5/2021,1.0,475
601260,22/03/2022,17/04/2022,1.0,10214.0,216.0,1.0,5201.0,14/5/2021,1.0,475
607013,22/03/2022,17/04/2022,,,,,,,,
607020,22/03/2022,17/04/2022,5.0,10214.0,216.0,1.0,,,,
607470,22/03/2022,17/04/2022,1.0,10214.0,216.0,1.0,5201.0,9/5/2021,3.0,1425
607471,22/03/2022,17/04/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,475
607473,22/03/2022,17/04/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,475
607493,22/03/2022,17/04/2022,1.0,10214.0,216.0,1.0,5201.0,9/5/2021,1.0,475
562489,03/05/2022,01/08/2022,5.0,27194.0,216.0,1.0,5201.0,7/5/2021,1.0,224
562573,03/05/2022,01/08/2022,1.0,10214.0,216.0,1.0,5201.0,5/5/2021,1.0,345
607022,03/05/2022,01/08/2022,1.0,10214.0,216.0,1.0,5201.0,9/5/2021,1.0,345
607026,03/05/2022,01/08/2022,1.0,10214.0,216.0,1.0,5201.0,3/5/2021,1.0,345
561423,18/01/2022,06/02/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,239
561885,18/01/2022,06/02/2022,5.0,18204.0,217.0,1.0,5201.0,31/10/2021,4.0,436
562304,18/01/2022,06/02/2022,5.0,18204.0,217.0,1.0,5201.0,5/11/2021,2.0,218
561777,01/12/2021,31/12/2021,1.0,10367.0,217.0,1.0,5201.0,3/5/2021,1.0,149
562257,01/12/2021,31/12/2021,1.0,62707.0,216.0,1.0,5201.0,6/5/2021,2.0,850
605498,01/12/2021,31/12/2021,5.0,22010.0,216.0,1.0,5201.0,9/5/2021,1.0,389
605499,01/12/2021,31/12/2021,1.0,22010.0,216.0,1.0,5201.0,8/5/2021,1.0,389
560120,15/06/2022,03/07/2022,1.0,31064.0,216.0,1.0,5201.0,7/5/2021,2.0,398
560352,15/06/2022,03/07/2022,1.0,31064.0,216.0,1.0,5201.0,4/5/2021,1.0,195
560358,15/06/2022,03/07/2022,1.0,31064.0,216.0,1.0,5201.0,2/5/2021,1.0,195
560465,15/06/2022,03/07/2022,1.0,10214.0,216.0,1.0,5201.0,4/5/2021,1.0,415
560467,15/06/2022,03/07/2022,1.0,10214.0,216.0,1.0,5201.0,5/5/2021,3.0,1245
560468,15/06/2022,03/07/2022,1.0,10214.0,216.0,1.0,5201.0,11/5/2021,3.0,1245
560694,15/06/2022,03/07/2022,5.0,64156.0,216.0,1.0,5201.0,7/5/2021,1.0,519
561203,15/06/2022,03/07/2022,1.0,11092.0,216.0,1.0,5201.0,16/5/2021,1.0,359
561799,15/06/2022,03/07/2022,1.0,64156.0,216.0,1.0,5201.0,29/5/2021,1.0,519
562714,15/06/2022,03/07/2022,1.0,31064.0,216.0,1.0,5201.0,17/7/2021,1.0,199
562560,22/03/2022,17/04/2022,1.0,10214.0,216.0,1.0,5201.0,8/5/2021,1.0,269
604215,04/01/2022,23/01/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,1.0,269
604216,04/01/2022,23/01/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,3.0,807
604236,04/01/2022,23/01/2022,1.0,10214.0,216.0,1.0,5201.0,3/5/2021,3.0,687
604710,04/01/2022,23/01/2022,1.0,10214.0,216.0,1.0,5201.0,4/5/2021,2.0,458
542171,01/12/2021,31/12/2021,1.0,65775.0,217.0,1.0,5201.0,4/5/2021,1.0,335
561929,25/04/2022,15/05/2022,5.0,85299.0,216.0,1.0,5201.0,29/9/2021,1.0,525
562046,25/04/2022,15/05/2022,5.0,85299.0,216.0,1.0,5201.0,2/10/2021,1.0,525
562193,25/04/2022,15/05/2022,5.0,85299.0,216.0,1.0,5201.0,13/10/2021,1.0,525
607466,24/10/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,2.0,538
560340,04/11/2022,20/11/2022,1.0,22231.0,216.0,1.0,5201.0,23/5/2023,4.0,1916
560342,04/11/2022,20/11/2022,5.0,64889.0,216.0,1.0,,,,
560431,04/11/2022,20/11/2022,1.0,22231.0,216.0,1.0,5201.0,4/11/2022,0.0,"727,5"
560594,04/11/2022,20/11/2022,1.0,25126.0,216.0,1.0,5201.0,21/5/2021,1.0,289
561227,04/11/2022,20/11/2022,1.0,29119.0,217.0,1.0,5201.0,4/5/2021,3.0,2277
561229,04/11/2022,20/11/2022,1.0,29119.0,217.0,1.0,5201.0,7/5/2021,1.0,640
561603,04/11/2022,20/11/2022,5.0,66703.0,216.0,1.0,5201.0,2/9/2022,1.0,499
561604,04/11/2022,20/11/2022,1.0,66703.0,216.0,1.0,5201.0,20/10/2022,1.0,499
561671,04/11/2022,20/11/2022,1.0,22049.0,217.0,1.0,5201.0,12/4/2023,1.0,3800
561791,04/11/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,2.0,890
561940,04/11/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,10/5/2021,1.0,445
562002,04/11/2022,20/11/2022,1.0,22231.0,216.0,1.0,5201.0,4/11/2022,0.0,"1243,5"
562004,04/11/2022,20/11/2022,,,,,,,,
562011,04/11/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,23/5/2022,0.0,485
562060,04/11/2022,20/11/2022,1.0,22049.0,216.0,1.0,5201.0,23/5/2022,1.0,485
562100,04/11/2022,20/11/2022,1.0,22231.0,216.0,1.0,5201.0,23/5/2022,0.0,315
562138,04/11/2022,20/11/2022,1.0,22049.0,217.0,1.0,5201.0,15/5/2021,1.0,465
562141,04/11/2022,20/11/2022,1.0,22231.0,216.0,1.0,5201.0,4/11/2022,0.0,"727,5"
562148,04/11/2022,20/11/2022,1.0,22049.0,217.0,1.0,5201.0,1/6/2021,1.0,469
562165,04/11/2022,20/11/2022,1.0,22231.0,217.0,1.0,5201.0,12/7/2021,2.0,2320
562202,04/11/2022,20/11/2022,1.0,10145.0,216.0,1.0,5201.0,23/5/2022,0.0,475
562209,04/11/2022,20/11/2022,1.0,22231.0,217.0,1.0,5201.0,8/11/2022,1.0,745
562264,04/11/2022,20/11/2022,1.0,10214.0,217.0,1.0,5201.0,20/3/2022,1.0,1095
562295,04/11/2022,20/11/2022,5.0,22231.0,216.0,1.0,5201.0,23/5/2022,0.0,1419
562607,04/11/2022,20/11/2022,5.0,22231.0,217.0,1.0,5201.0,16/5/2021,1.0,1160
562609,04/11/2022,20/11/2022,1.0,22231.0,217.0,1.0,5201.0,15/5/2021,1.0,1160
562642,04/11/2022,20/11/2022,1.0,22231.0,216.0,1.0,5201.0,8/5/2021,1.0,579
600777,10/10/2022,29/01/2023,5.0,10145.0,216.0,1.0,5201.0,4/5/2021,1.0,259
600803,10/10/2022,29/01/2023,5.0,22010.0,216.0,1.0,5201.0,4/5/2021,1.0,399
600811,10/10/2022,29/01/2023,1.0,10145.0,216.0,1.0,5201.0,2/5/2021,1.0,259
600812,10/10/2022,29/01/2023,5.0,10145.0,216.0,1.0,5201.0,4/5/2021,2.0,518
605084,10/10/2022,29/01/2023,1.0,22010.0,216.0,1.0,5201.0,3/5/2021,1.0,399
608378,10/10/2022,29/01/2023,1.0,22010.0,217.0,1.0,5201.0,14/5/2021,12.0,8388
562947,15/08/2022,04/09/2022,5.0,66549.0,216.0,1.0,5201.0,12/8/2022,3.0,285
562948,15/08/2022,04/09/2022,5.0,66549.0,216.0,1.0,5201.0,12/8/2022,4.0,380
562949,15/08/2022,04/09/2022,5.0,66549.0,216.0,1.0,5201.0,12/8/2022,2.0,190
561422,27/09/2022,23/10/2022,5.0,22010.0,216.0,1.0,5201.0,30/7/2022,1.0,897
562172,27/09/2022,23/10/2022,1.0,10145.0,216.0,1.0,5201.0,11/5/2022,1.0,439
568779,27/09/2022,23/10/2022,5.0,10214.0,216.0,1.0,5201.0,13/9/2022,1.0,779
561818,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,2/5/2021,4.0,992
561833,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,2/5/2021,1.0,379
561861,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,2/5/2021,2.0,466
561881,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,2/5/2021,2.0,466
561892,10/10/2022,29/01/2023,5.0,65987.0,216.0,1.0,5201.0,23/5/2021,1.0,379
561902,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,23/7/2021,2.0,758
561907,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,2/5/2021,1.0,248
561961,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,9/5/2021,1.0,579
561972,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,6/5/2021,1.0,579
562038,10/10/2022,29/01/2023,5.0,22010.0,216.0,1.0,5201.0,6/5/2021,4.0,1596
562161,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,23/5/2022,0.0,395
562558,10/10/2022,29/01/2023,,,,,,,,
562562,10/10/2022,29/01/2023,5.0,25161.0,216.0,1.0,5201.0,10/5/2021,1.0,689
562630,10/10/2022,29/01/2023,1.0,10145.0,216.0,1.0,5201.0,11/5/2021,1.0,415
562650,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,8/5/2021,1.0,228
562654,10/10/2022,29/01/2023,1.0,65987.0,216.0,1.0,5201.0,2/5/2021,3.0,684
562758,10/10/2022,29/01/2023,1.0,25161.0,216.0,1.0,5201.0,27/8/2021,8.0,5512
562785,10/10/2022,29/01/2023,1.0,10145.0,216.0,1.0,5201.0,8/5/2021,1.0,625
542172,10/10/2022,29/01/2023,5.0,65775.0,217.0,1.0,5201.0,12/5/2021,1.0,112
560030,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,2/5/2021,7.0,1575
560031,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,2/5/2021,1.0,379
560033,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,3/5/2021,2.0,450
560034,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,2/5/2021,4.0,900
560523,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,8/5/2021,1.0,225
560528,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,2/5/2021,3.0,675
560584,10/10/2022,29/01/2023,1.0,31066.0,216.0,1.0,5201.0,2/5/2021,1.0,225
561616,10/10/2022,29/01/2023,5.0,22010.0,216.0,1.0,5201.0,3/5/2021,3.0,1197
561796,10/10/2022,29/01/2023,1.0,22010.0,216.0,1.0,5201.0,2/5/2021,1.0,369
561242,01/11/2022,31/01/2023,1.0,64707.0,216.0,1.0,5201.0,4/5/2021,1.0,245
561342,01/11/2022,31/01/2023,1.0,25126.0,216.0,1.0,5201.0,10/5/2021,1.0,469
561792,01/11/2022,31/01/2023,1.0,25126.0,216.0,1.0,5201.0,4/5/2021,1.0,469
562357,01/11/2022,31/01/2023,1.0,25126.0,216.0,1.0,5201.0,12/6/2021,1.0,469
600820,01/11/2022,31/01/2023,5.0,25126.0,216.0,1.0,5201.0,25/5/2021,1.0,469
600821,01/11/2022,31/01/2023,1.0,25126.0,216.0,1.0,5201.0,18/7/2021,1.0,469
560576,24/10/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,3.0,807
560779,24/10/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,9.0,2421
562189,24/10/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,2/5/2021,6.0,1614
560348,06/12/2022,31/12/2022,5.0,13016.0,216.0,1.0,5201.0,8/5/2021,1.0,250
560415,06/12/2022,31/12/2022,5.0,13016.0,216.0,1.0,5201.0,14/5/2021,1.0,250
561497,06/12/2022,31/12/2022,5.0,22010.0,216.0,1.0,5201.0,26/11/2022,2.0,1794
561852,06/12/2022,31/12/2022,5.0,25259.0,217.0,1.0,5201.0,9/12/2021,1.0,599
562848,04/11/2022,20/11/2022,1.0,10214.0,216.0,1.0,5201.0,29/10/2022,1.0,485
562849,04/11/2022,20/11/2022,1.0,22049.0,216.0,1.0,5201.0,5/11/2022,1.0,529
562850,04/11/2022,20/11/2022,5.0,25005.0,216.0,1.0,5201.0,7/11/2022,2.0,950
562860,04/11/2022,20/11/2022,1.0,66703.0,217.0,1.0,5201.0,30/12/2022,1.0,780
562861,04/11/2022,20/11/2022,1.0,66703.0,217.0,1.0,5201.0,18/11/2022,1.0,1690
562862,04/11/2022,20/11/2022,1.0,66703.0,217.0,1.0,5201.0,18/11/2022,1.0,1690
