PRDCODEXT,PROMDEFFECDES_df1,PROMDEFFECHAS_df1,Status Hoy_df2,Prov_df2,Cat _df2,Tipo Prov_df2,LOCCOD_df3,MOVFEC_df3,ACPRCANTVEND_df3,ACPRIMPVEN_df3
562863,04/11/2022,20/11/2022,1.0,64124.0,216.0,1.0,5201.0,4/11/2022,3.0,1710
562864,04/11/2022,20/11/2022,1.0,64124.0,216.0,1.0,5201.0,5/11/2022,1.0,570
562865,04/11/2022,20/11/2022,5.0,64124.0,216.0,1.0,5201.0,5/11/2022,2.0,780
562866,04/11/2022,20/11/2022,5.0,25005.0,216.0,1.0,5201.0,14/11/2022,1.0,199
562867,04/11/2022,20/11/2022,1.0,29119.0,216.0,1.0,5201.0,17/12/2022,1.0,560
562868,04/11/2022,20/11/2022,1.0,29119.0,216.0,1.0,5201.0,12/11/2022,1.0,475
568038,04/11/2022,20/11/2022,1.0,66703.0,216.0,1.0,5201.0,6/9/2022,1.0,499
568340,04/11/2022,20/11/2022,1.0,66703.0,216.0,1.0,5201.0,20/9/2022,1.0,499
600757,04/11/2022,20/11/2022,1.0,25126.0,216.0,1.0,5201.0,3/5/2021,1.0,309
600778,04/11/2022,20/11/2022,1.0,25126.0,216.0,1.0,5201.0,7/6/2021,1.0,309
561404,24/05/2023,12/06/2023,1.0,11052.0,216.0,1.0,5201.0,26/8/2021,1.0,989
561447,24/05/2023,12/06/2023,1.0,11116.0,216.0,1.0,5201.0,12/6/2021,1.0,2045
561463,24/05/2023,12/06/2023,1.0,60806.0,216.0,1.0,5201.0,16/7/2021,1.0,1040
561535,24/05/2023,12/06/2023,1.0,14995.0,216.0,1.0,5201.0,25/5/2023,4.0,2200
561585,24/05/2023,12/06/2023,1.0,25126.0,216.0,1.0,5201.0,22/9/2021,1.0,4800
561614,24/05/2023,12/06/2023,1.0,11950.0,216.0,1.0,5201.0,23/5/2023,1.0,499
561622,24/05/2023,12/06/2023,1.0,11116.0,216.0,1.0,5201.0,4/6/2021,5.0,8000
561637,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,25/5/2022,6.0,7740
561645,24/05/2023,12/06/2023,1.0,25126.0,216.0,1.0,5201.0,23/5/2023,1.0,725
561667,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,12/5/2021,1.0,1110
561669,24/05/2023,12/06/2023,1.0,62831.0,216.0,1.0,5201.0,23/5/2023,1.0,1940
561678,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,23/5/2023,6.0,29940
561684,24/05/2023,12/06/2023,1.0,66321.0,216.0,1.0,5201.0,25/5/2023,1.0,640
561685,24/05/2023,12/06/2023,1.0,66321.0,216.0,1.0,5201.0,23/5/2023,6.0,13800
561705,24/05/2023,12/06/2023,5.0,10145.0,216.0,1.0,5201.0,23/5/2023,1.0,1250
561722,24/05/2023,12/06/2023,1.0,12002.0,216.0,1.0,5201.0,29/8/2021,1.0,2125
561734,24/05/2023,12/06/2023,1.0,66042.0,216.0,1.0,5201.0,11/5/2023,2.0,1440
561753,24/05/2023,12/06/2023,1.0,28064.0,216.0,1.0,5201.0,28/5/2023,6.0,4194
561763,24/05/2023,12/06/2023,1.0,11094.0,216.0,1.0,5201.0,12/7/2021,1.0,396
561764,24/05/2023,12/06/2023,1.0,64156.0,216.0,1.0,5201.0,23/5/2023,1.0,1150
561769,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,2/5/2021,1.0,659
561794,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,23/5/2023,6.0,3294
561819,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,13/5/2023,1.0,389
561830,24/05/2023,12/06/2023,1.0,66321.0,216.0,1.0,5201.0,24/5/2023,1.0,1450
561831,24/05/2023,12/06/2023,1.0,66321.0,216.0,1.0,5201.0,25/5/2023,3.0,2115
561837,24/05/2023,12/06/2023,1.0,62829.0,216.0,1.0,5201.0,12/5/2021,1.0,605
561845,24/05/2023,12/06/2023,5.0,22010.0,216.0,1.0,5201.0,10/7/2021,1.0,949
561849,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,23/5/2023,1.0,339
561858,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,24/5/2023,6.0,3294
561864,24/05/2023,12/06/2023,1.0,66380.0,216.0,1.0,5201.0,23/5/2023,1.0,575
561915,24/05/2023,12/06/2023,1.0,28064.0,216.0,1.0,5201.0,27/5/2023,6.0,2754
561933,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,25/5/2023,1.0,339
561938,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,23/5/2023,4.0,2880
561941,24/05/2023,12/06/2023,1.0,66549.0,216.0,1.0,5201.0,24/5/2023,6.0,1254
561942,24/05/2023,12/06/2023,1.0,25126.0,216.0,1.0,5201.0,25/5/2023,21.0,11235
561969,24/05/2023,12/06/2023,5.0,66549.0,216.0,1.0,5201.0,26/5/2023,1.0,2499
561979,24/05/2023,12/06/2023,1.0,65167.0,216.0,1.0,5201.0,23/5/2023,4.0,4200
561987,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,5/5/2021,1.0,445
561992,24/05/2023,12/06/2023,1.0,62831.0,216.0,1.0,5201.0,23/8/2021,0.0,350
562008,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,25/5/2022,1.0,949
562014,24/05/2023,12/06/2023,1.0,22010.0,216.0,1.0,5201.0,23/5/2022,0.0,1160
562015,24/05/2023,12/06/2023,1.0,22010.0,216.0,1.0,5201.0,23/5/2022,0.0,1160
562029,24/05/2023,12/06/2023,1.0,11950.0,216.0,1.0,5201.0,23/5/2022,0.0,945
562040,24/05/2023,12/06/2023,1.0,12002.0,216.0,1.0,5201.0,8/5/2021,1.0,809
562051,24/05/2023,12/06/2023,1.0,11950.0,216.0,1.0,5201.0,23/5/2022,0.0,675
562053,24/05/2023,12/06/2023,5.0,10145.0,216.0,1.0,5201.0,23/5/2022,0.0,489
562088,24/05/2023,12/06/2023,5.0,60806.0,216.0,1.0,5201.0,2/4/2023,1.0,499
562090,24/05/2023,12/06/2023,5.0,60806.0,216.0,1.0,5201.0,3/5/2021,1.0,569
562095,24/05/2023,12/06/2023,1.0,11056.0,216.0,1.0,5201.0,5/5/2021,1.0,405
562097,24/05/2023,12/06/2023,1.0,22049.0,217.0,1.0,5201.0,22/12/2021,3.0,2880
562111,24/05/2023,12/06/2023,1.0,31064.0,216.0,1.0,5201.0,23/5/2022,0.0,479
562112,24/05/2023,12/06/2023,1.0,31064.0,216.0,1.0,5201.0,23/5/2022,0.0,479
562120,24/05/2023,12/06/2023,1.0,64991.0,216.0,1.0,5201.0,23/5/2022,3.0,975
562140,24/05/2023,12/06/2023,1.0,11056.0,216.0,1.0,5201.0,10/6/2021,1.0,1400
562144,24/05/2023,12/06/2023,1.0,11056.0,216.0,1.0,5201.0,14/5/2021,1.0,225
562145,24/05/2023,12/06/2023,1.0,22231.0,216.0,1.0,5201.0,22/5/2021,4.0,1660
562146,24/05/2023,12/06/2023,5.0,22231.0,216.0,1.0,5201.0,4/6/2022,4.0,22720
562151,24/05/2023,12/06/2023,5.0,64991.0,216.0,1.0,5201.0,23/5/2022,0.0,171
562153,24/05/2023,12/06/2023,1.0,64991.0,216.0,1.0,5201.0,23/5/2022,0.0,680
562158,24/05/2023,12/06/2023,1.0,22231.0,216.0,1.0,5201.0,8/5/2021,1.0,1030
562177,24/05/2023,12/06/2023,5.0,60806.0,216.0,1.0,5201.0,21/5/2021,1.0,569
562200,24/05/2023,12/06/2023,1.0,10145.0,216.0,1.0,5201.0,23/5/2022,0.0,370
562201,24/05/2023,12/06/2023,1.0,10145.0,216.0,1.0,5201.0,23/5/2022,0.0,1480
562204,24/05/2023,12/06/2023,1.0,66033.0,216.0,1.0,5201.0,23/5/2022,0.0,799
562224,24/05/2023,12/06/2023,1.0,11052.0,216.0,1.0,5201.0,8/5/2021,1.0,789
562259,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,30/5/2021,1.0,1100
562269,24/05/2023,12/06/2023,1.0,31066.0,216.0,1.0,5201.0,23/5/2022,0.0,1050
562286,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,21/8/2021,1.0,1155
562322,24/05/2023,12/06/2023,1.0,21603.0,216.0,1.0,5201.0,24/5/2021,1.0,279
562329,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,2/5/2021,1.0,649
562330,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,4/5/2021,3.0,1947
562340,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,26/5/2022,7.0,9030
562352,24/05/2023,12/06/2023,1.0,11056.0,216.0,1.0,5201.0,3/5/2021,1.0,225
562354,24/05/2023,12/06/2023,1.0,18204.0,216.0,1.0,5201.0,3/5/2021,1.0,199
562293,13/02/2023,26/02/2023,1.0,25161.0,216.0,1.0,5201.0,23/5/2022,0.0,2015
562437,13/02/2023,26/02/2023,1.0,64156.0,216.0,1.0,5201.0,6/5/2021,1.0,325
562438,13/02/2023,26/02/2023,1.0,64156.0,216.0,1.0,5201.0,2/5/2021,1.0,325
562439,13/02/2023,26/02/2023,1.0,64156.0,216.0,1.0,5201.0,9/5/2021,1.0,325
562700,13/02/2023,26/02/2023,5.0,25005.0,216.0,1.0,5201.0,30/8/2021,4.0,1820
562759,13/02/2023,26/02/2023,1.0,25161.0,216.0,1.0,5201.0,26/8/2021,3.0,1407
568254,13/02/2023,26/02/2023,1.0,66042.0,216.0,1.0,5201.0,4/9/2022,1.0,410
601056,24/05/2023,12/06/2023,1.0,11056.0,216.0,1.0,5201.0,4/5/2021,1.0,225
601077,24/05/2023,12/06/2023,1.0,22231.0,216.0,1.0,5201.0,24/5/2021,1.0,765
601215,24/05/2023,12/06/2023,5.0,11092.0,216.0,1.0,5201.0,23/5/2022,0.0,299
603157,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,8/5/2021,1.0,580
604024,24/05/2023,12/06/2023,5.0,66549.0,216.0,1.0,5201.0,14/5/2021,1.0,339
604116,24/05/2023,12/06/2023,5.0,10145.0,216.0,1.0,5201.0,15/5/2021,1.0,485
604662,24/05/2023,12/06/2023,1.0,66549.0,216.0,1.0,5201.0,16/5/2021,1.0,539
608357,24/05/2023,12/06/2023,5.0,64991.0,216.0,1.0,5201.0,23/5/2022,0.0,171
660993,24/05/2023,12/06/2023,5.0,22010.0,216.0,1.0,5201.0,13/5/2021,2.0,3080
560259,04/05/2023,06/08/2023,1.0,31062.0,216.0,1.0,5201.0,29/5/2021,1.0,529
560487,04/05/2023,06/08/2023,5.0,11092.0,216.0,1.0,,,,
560530,04/05/2023,06/08/2023,1.0,31062.0,216.0,1.0,5201.0,29/6/2021,1.0,529
561017,04/05/2023,06/08/2023,1.0,22231.0,216.0,1.0,5201.0,7/5/2021,1.0,415
561087,04/05/2023,06/08/2023,1.0,31062.0,216.0,1.0,5201.0,9/7/2021,1.0,529
562753,03/01/2023,22/01/2023,1.0,64991.0,216.0,1.0,5201.0,25/8/2021,3.0,765
566123,03/01/2023,22/01/2023,1.0,10367.0,217.0,1.0,5201.0,14/11/2022,3.0,240
566983,03/01/2023,22/01/2023,1.0,10367.0,217.0,1.0,5201.0,23/11/2022,1.0,80
567200,03/01/2023,22/01/2023,1.0,10367.0,217.0,1.0,,,,
562081,27/01/2023,12/02/2023,1.0,13016.0,216.0,1.0,5201.0,18/12/2021,2.0,1420
562083,27/01/2023,12/02/2023,1.0,13016.0,216.0,1.0,5201.0,2/5/2021,3.0,897
562413,27/01/2023,12/02/2023,5.0,13016.0,216.0,1.0,5201.0,2/5/2021,2.0,830
560741,01/02/2023,02/05/2023,1.0,66703.0,216.0,1.0,5201.0,25/11/2022,2.0,658
561086,01/02/2023,02/05/2023,1.0,31066.0,216.0,1.0,5201.0,13/6/2021,1.0,379
561182,01/02/2023,02/05/2023,5.0,22049.0,216.0,1.0,5201.0,15/5/2021,4.0,1780
561305,01/02/2023,02/05/2023,1.0,22049.0,216.0,1.0,5201.0,2/5/2021,1.0,445
600609,04/05/2023,06/08/2023,5.0,11092.0,216.0,1.0,,,,
600996,04/05/2023,06/08/2023,5.0,11092.0,216.0,1.0,,,,
601068,04/05/2023,06/08/2023,5.0,11092.0,216.0,1.0,5201.0,4/5/2021,1.0,248
601212,04/05/2023,06/08/2023,1.0,11092.0,216.0,1.0,5201.0,9/5/2021,1.0,318
601259,04/05/2023,06/08/2023,5.0,31062.0,216.0,1.0,5201.0,7/5/2021,1.0,529
605546,04/05/2023,06/08/2023,1.0,31062.0,216.0,1.0,5201.0,3/5/2021,1.0,529
605547,04/05/2023,06/08/2023,5.0,31062.0,216.0,1.0,5201.0,5/6/2021,1.0,529
561600,01/02/2023,02/05/2023,1.0,66703.0,216.0,1.0,5201.0,17/12/2022,1.0,329
561601,01/02/2023,02/05/2023,5.0,66703.0,216.0,1.0,5201.0,21/10/2022,1.0,329
561602,01/02/2023,02/05/2023,1.0,66703.0,216.0,1.0,5201.0,27/10/2022,1.0,329
561654,01/02/2023,02/05/2023,1.0,25259.0,216.0,1.0,5201.0,4/5/2021,3.0,687
561662,01/02/2023,02/05/2023,5.0,25259.0,216.0,1.0,,,,
561663,01/02/2023,02/05/2023,1.0,25259.0,216.0,1.0,5201.0,4/5/2021,1.0,229
561855,01/02/2023,02/05/2023,1.0,64156.0,216.0,1.0,5201.0,4/11/2021,2.0,510
561939,01/02/2023,02/05/2023,1.0,22049.0,216.0,1.0,5201.0,12/5/2021,2.0,890
562016,01/02/2023,02/05/2023,1.0,11052.0,216.0,1.0,5201.0,23/5/2022,0.0,425
562278,01/02/2023,02/05/2023,1.0,64156.0,216.0,1.0,5201.0,5/5/2021,1.0,265
562505,01/02/2023,02/05/2023,1.0,62707.0,216.0,1.0,5201.0,7/5/2021,1.0,229
562674,01/02/2023,02/05/2023,1.0,62707.0,216.0,1.0,5201.0,4/5/2021,1.0,229
560621,28/03/2023,16/04/2023,1.0,25126.0,216.0,1.0,5201.0,2/5/2021,1.0,569
561675,28/03/2023,16/04/2023,5.0,25126.0,216.0,1.0,5201.0,12/6/2021,1.0,569
562243,28/03/2023,16/04/2023,5.0,85300.0,216.0,1.0,5201.0,7/5/2021,2.0,578
562262,28/03/2023,16/04/2023,1.0,10214.0,216.0,1.0,5201.0,4/5/2021,1.0,379
562263,28/03/2023,16/04/2023,1.0,10214.0,216.0,1.0,5201.0,5/5/2021,1.0,379
600770,28/03/2023,16/04/2023,1.0,25126.0,216.0,1.0,5201.0,6/5/2021,1.0,569
600771,28/03/2023,16/04/2023,1.0,25126.0,216.0,1.0,5201.0,19/6/2021,3.0,2007
600796,28/03/2023,16/04/2023,1.0,25126.0,216.0,1.0,5201.0,2/5/2021,1.0,669
561280,20/02/2023,26/02/2023,1.0,22049.0,216.0,1.0,5201.0,14/5/2021,12.0,8580
561487,15/05/2023,21/05/2023,5.0,10145.0,216.0,1.0,5201.0,6/6/2023,3.0,1950
562285,15/05/2023,21/05/2023,1.0,64156.0,216.0,1.0,5201.0,18/6/2021,1.0,519
562368,15/05/2023,21/05/2023,1.0,64156.0,216.0,1.0,5201.0,18/6/2021,1.0,519
562943,15/05/2023,21/05/2023,5.0,10145.0,216.0,1.0,5201.0,12/6/2023,6.0,3900
562961,15/05/2023,21/05/2023,5.0,10145.0,216.0,1.0,5201.0,17/5/2023,3.0,1167
560000,24/05/2023,12/06/2023,1.0,66549.0,216.0,1.0,5201.0,15/9/2021,2.0,3230
560054,24/05/2023,12/06/2023,1.0,11094.0,216.0,1.0,5201.0,13/6/2021,2.0,696
560094,24/05/2023,12/06/2023,1.0,25126.0,216.0,1.0,5201.0,3/6/2021,1.0,1830
560111,24/05/2023,12/06/2023,1.0,12044.0,216.0,1.0,5201.0,12/5/2021,1.0,295
560133,24/05/2023,12/06/2023,1.0,12002.0,216.0,1.0,5201.0,6/5/2021,1.0,505
560162,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,24/5/2023,1.0,610
560202,24/05/2023,12/06/2023,1.0,62829.0,216.0,1.0,5201.0,23/5/2023,9.0,3870
560208,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,26/5/2023,9.0,8640
560217,24/05/2023,12/06/2023,1.0,10214.0,217.0,1.0,5201.0,15/5/2021,1.0,735
560243,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,23/5/2023,1.0,960
560314,24/05/2023,12/06/2023,1.0,11056.0,216.0,1.0,5201.0,4/5/2021,1.0,475
560434,24/05/2023,12/06/2023,1.0,66549.0,217.0,1.0,5201.0,6/5/2021,1.0,515
560494,24/05/2023,12/06/2023,1.0,10145.0,216.0,1.0,5201.0,13/12/2021,2.0,2434
560538,24/05/2023,12/06/2023,1.0,60806.0,216.0,1.0,5201.0,25/5/2023,9.0,13860
560568,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,25/5/2023,1.0,1390
560578,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,27/5/2023,6.0,6600
560591,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,24/5/2023,1.0,1100
560600,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,24/5/2023,3.0,1620
560615,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,23/5/2023,6.0,3360
560616,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,25/5/2023,24.0,23040
560686,24/05/2023,12/06/2023,1.0,11116.0,216.0,1.0,5201.0,14/5/2021,1.0,1600
560839,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,26/5/2023,12.0,7320
560867,24/05/2023,12/06/2023,1.0,62831.0,216.0,1.0,5201.0,24/2/2023,1.0,575
560920,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,24/5/2023,2.0,4998
560924,24/05/2023,12/06/2023,1.0,14995.0,216.0,1.0,5201.0,7/2/2022,1.0,1155
560932,24/05/2023,12/06/2023,1.0,10145.0,216.0,1.0,5201.0,28/12/2021,1.0,1210
560936,24/05/2023,12/06/2023,1.0,10145.0,216.0,1.0,5201.0,7/4/2022,2.0,2420
560975,24/05/2023,12/06/2023,1.0,14995.0,216.0,1.0,5201.0,2/3/2022,1.0,767
561020,24/05/2023,12/06/2023,1.0,14995.0,216.0,1.0,5201.0,13/5/2022,1.0,672
561033,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,2/5/2021,3.0,837
561223,24/05/2023,12/06/2023,1.0,11116.0,216.0,1.0,5201.0,13/5/2021,1.0,720
561226,24/05/2023,12/06/2023,1.0,12044.0,216.0,1.0,5201.0,10/5/2021,1.0,529
561292,24/05/2023,12/06/2023,5.0,10145.0,216.0,1.0,5201.0,22/12/2021,1.0,2318
562464,24/05/2023,12/06/2023,1.0,22231.0,216.0,1.0,5201.0,7/5/2021,3.0,1650
562516,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,26/5/2021,1.0,1570
562546,24/05/2023,12/06/2023,1.0,62707.0,216.0,1.0,5201.0,4/5/2021,1.0,299
562553,24/05/2023,12/06/2023,1.0,64265.0,216.0,1.0,5201.0,6/5/2021,2.0,1518
562555,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,8/5/2021,2.0,1198
562569,24/05/2023,12/06/2023,1.0,65167.0,216.0,1.0,5201.0,5/6/2021,2.0,938
562585,24/05/2023,12/06/2023,1.0,28064.0,216.0,1.0,5201.0,1/8/2021,1.0,625
562645,24/05/2023,12/06/2023,1.0,25161.0,216.0,1.0,5201.0,30/5/2021,1.0,1369
562648,24/05/2023,12/06/2023,5.0,66033.0,216.0,1.0,5201.0,19/6/2021,1.0,599
562762,24/05/2023,12/06/2023,1.0,11950.0,216.0,1.0,5201.0,25/8/2021,1.0,199
562767,24/05/2023,12/06/2023,1.0,66321.0,216.0,1.0,5201.0,6/10/2021,1.0,660
562838,24/05/2023,12/06/2023,1.0,11116.0,216.0,1.0,5201.0,4/12/2022,2.0,4280
562841,24/05/2023,12/06/2023,5.0,11116.0,216.0,1.0,5201.0,4/11/2022,1.0,1090
562878,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,24/5/2023,2.0,3180
562879,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,24/5/2023,3.0,4770
562911,24/05/2023,12/06/2023,1.0,66879.0,216.0,1.0,5201.0,23/5/2023,1.0,1980
562914,24/05/2023,12/06/2023,1.0,66879.0,216.0,1.0,5201.0,23/5/2023,1.0,1185
562915,24/05/2023,12/06/2023,1.0,66879.0,216.0,1.0,5201.0,24/5/2023,12.0,14220
562918,24/05/2023,12/06/2023,1.0,66879.0,216.0,1.0,5201.0,26/5/2023,6.0,4860
562919,24/05/2023,12/06/2023,1.0,66879.0,216.0,1.0,5201.0,14/4/2023,0.0,"1170,32"
562924,24/05/2023,12/06/2023,1.0,22231.0,216.0,1.0,5201.0,23/5/2023,4.0,4560
562925,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,23/5/2023,6.0,5760
562933,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,23/5/2023,6.0,11400
562938,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,26/5/2023,6.0,6600
562946,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,24/5/2023,1.0,990
562950,24/05/2023,12/06/2023,1.0,25161.0,216.0,1.0,5201.0,23/5/2023,6.0,4614
562958,24/05/2023,12/06/2023,1.0,66896.0,216.0,1.0,5201.0,24/5/2023,2.0,2380
568308,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,30/10/2022,1.0,760
569174,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,11/3/2023,1.0,1980
600010,24/05/2023,12/06/2023,1.0,66703.0,216.0,1.0,5201.0,28/5/2023,12.0,14280
600011,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,23/5/2023,2.0,4780
600012,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,23/5/2023,24.0,50400
600013,24/05/2023,12/06/2023,1.0,10214.0,216.0,1.0,5201.0,23/5/2023,2.0,1790
600014,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,11/6/2023,4.0,8956
600015,24/05/2023,12/06/2023,1.0,66380.0,216.0,1.0,5201.0,25/5/2023,1.0,750
600017,24/05/2023,12/06/2023,1.0,22049.0,216.0,1.0,5201.0,23/5/2023,18.0,22842
600021,24/05/2023,12/06/2023,1.0,12002.0,216.0,1.0,5201.0,25/5/2023,12.0,15960
600022,24/05/2023,12/06/2023,1.0,22231.0,216.0,1.0,5201.0,23/5/2023,16.0,18240
600030,24/05/2023,12/06/2023,5.0,22231.0,216.0,1.0,5201.0,27/5/2023,6.0,41340
600031,24/05/2023,12/06/2023,1.0,66380.0,216.0,1.0,5201.0,26/5/2023,1.0,575
600044,24/05/2023,12/06/2023,1.0,66380.0,216.0,1.0,5201.0,24/5/2023,8.0,4600
600116,24/05/2023,12/06/2023,1.0,66380.0,216.0,1.0,5201.0,25/5/2023,2.0,1500
600914,24/05/2023,12/06/2023,1.0,28064.0,216.0,1.0,5201.0,25/2/2023,1.0,729
560707,05/12/2023,17/12/2023,5.0,67149.0,217.0,1.0,5201.0,1/7/2021,1.0,3680
560985,05/12/2023,17/12/2023,5.0,67149.0,217.0,1.0,5201.0,22/12/2023,2.0,996
561460,05/12/2023,17/12/2023,1.0,64707.0,217.0,1.0,5201.0,22/7/2021,1.0,645
562277,05/12/2023,17/12/2023,5.0,64707.0,216.0,1.0,5201.0,4/5/2021,1.0,245
562750,05/12/2023,17/12/2023,1.0,66042.0,217.0,1.0,5201.0,28/8/2021,6.0,2934
561029,13/10/2023,19/12/2023,1.0,10145.0,216.0,1.0,5201.0,25/6/2023,1.0,385
561039,13/10/2023,19/12/2023,1.0,10145.0,216.0,1.0,5201.0,24/6/2023,1.0,385
561044,13/10/2023,19/12/2023,1.0,10145.0,216.0,1.0,5201.0,10/6/2023,2.0,540
561049,13/10/2023,19/12/2023,1.0,10145.0,216.0,1.0,5201.0,24/6/2023,1.0,270
561060,13/10/2023,19/12/2023,1.0,10145.0,216.0,1.0,5201.0,24/6/2023,1.0,270
561244,13/10/2023,19/12/2023,1.0,64707.0,216.0,1.0,5201.0,10/5/2021,1.0,245
562926,07/08/2023,27/08/2023,1.0,66896.0,216.0,1.0,,,,
562931,07/08/2023,27/08/2023,1.0,66896.0,216.0,1.0,5201.0,9/1/2024,1.0,525
562959,07/08/2023,27/08/2023,1.0,66896.0,216.0,1.0,,,,
562965,07/08/2023,27/08/2023,1.0,66896.0,216.0,1.0,5201.0,26/5/2023,3.0,1620
600069,03/01/2024,21/01/2024,5.0,10214.0,216.0,1.0,5201.0,24/8/2023,1.0,305
600988,03/01/2024,21/01/2024,1.0,10214.0,216.0,1.0,5201.0,29/12/2023,1.0,199
605500,13/10/2023,19/12/2023,1.0,64707.0,216.0,1.0,5201.0,4/5/2021,2.0,538
605515,13/10/2023,19/12/2023,1.0,64707.0,216.0,1.0,5201.0,3/5/2021,1.0,269
605516,13/10/2023,19/12/2023,1.0,64707.0,216.0,1.0,5201.0,3/5/2021,2.0,538
605520,13/10/2023,19/12/2023,5.0,64707.0,216.0,1.0,,,,
562620,07/08/2023,27/08/2023,1.0,25161.0,216.0,1.0,5201.0,13/6/2021,2.0,1538
562936,05/12/2023,17/12/2023,5.0,66033.0,217.0,1.0,,,,
600761,05/12/2023,17/12/2023,1.0,10145.0,216.0,1.0,5201.0,30/11/2023,2.0,950
600784,05/12/2023,17/12/2023,5.0,67149.0,217.0,1.0,5201.0,22/12/2023,1.0,499
600866,05/12/2023,17/12/2023,5.0,60806.0,217.0,1.0,,,,
600932,05/12/2023,17/12/2023,5.0,60806.0,216.0,1.0,,,,
600947,05/12/2023,17/12/2023,5.0,64707.0,216.0,1.0,5201.0,23/12/2023,1.0,509
608403,29/09/2023,29/10/2023,5.0,11124.0,216.0,1.0,,,,
608405,29/09/2023,29/10/2023,5.0,22010.0,216.0,1.0,5201.0,4/5/2021,2.0,970
600042,17/07/2023,30/07/2023,5.0,65987.0,216.0,1.0,5201.0,13/7/2023,1.0,150
600050,17/07/2023,30/07/2023,1.0,65987.0,216.0,1.0,5201.0,17/7/2023,5.0,750
600063,17/07/2023,30/07/2023,1.0,65987.0,216.0,1.0,5201.0,15/7/2023,2.0,300
562680,01/11/2023,31/01/2024,1.0,10145.0,216.0,1.0,5201.0,16/9/2021,1.0,599
562922,01/11/2023,31/01/2024,1.0,22231.0,216.0,1.0,5201.0,21/7/2023,1.0,465
600045,29/08/2023,17/09/2023,1.0,64124.0,216.0,1.0,5201.0,18/9/2023,1.0,489
604239,03/08/2023,31/10/2023,5.0,22010.0,216.0,1.0,5201.0,30/8/2021,1.0,599
605098,03/08/2023,31/10/2023,5.0,22010.0,216.0,1.0,5201.0,14/5/2021,1.0,565
542243,05/12/2023,17/12/2023,5.0,32017.0,216.0,1.0,5201.0,6/4/2024,1.0,595
542244,05/12/2023,17/12/2023,5.0,32017.0,216.0,1.0,,,,
542245,05/12/2023,17/12/2023,5.0,32017.0,217.0,1.0,5201.0,12/12/2023,1.0,669
542246,05/12/2023,17/12/2023,5.0,32017.0,217.0,1.0,,,,
562937,05/12/2023,31/12/2023,1.0,66896.0,216.0,1.0,,,,
